Line (0874) SphygmoCor Log File 9 ~ 06-08-2010 ~ 11:47:44                                                                                                                                                                                      
1 06-08-2010 ~ 11:47:45 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                     
437 06-08-2010 ~ 14:59:11 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
438 06-08-2010 ~ 14:59:12 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
439 06-08-2010 ~ 14:59:14 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
440 06-08-2010 ~ 14:59:15 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
441 06-08-2010 ~ 14:59:16 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
442 06-08-2010 ~ 14:59:18 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
443 06-08-2010 ~ 14:59:18 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
444 06-08-2010 ~ 14:59:21 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
445 06-08-2010 ~ 14:59:21 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
446 06-08-2010 ~ 14:59:22 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
447 06-08-2010 ~ 14:59:25 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
448 06-08-2010 ~ 14:59:26 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
449 06-08-2010 ~ 14:59:27 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
450 06-08-2010 ~ 14:59:28 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
451 06-08-2010 ~ 14:59:29 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
452 06-08-2010 ~ 14:59:31 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
453 06-08-2010 ~ 14:59:32 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
454 06-08-2010 ~ 14:59:33 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
455 06-08-2010 ~ 14:59:35 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
456 06-08-2010 ~ 14:59:36 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
457 06-08-2010 ~ 14:59:37 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
458 06-08-2010 ~ 14:59:39 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
459 06-08-2010 ~ 14:59:39 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
460 06-08-2010 ~ 14:59:42 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
461 06-08-2010 ~ 14:59:42 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
462 06-08-2010 ~ 14:59:43 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
463 06-08-2010 ~ 14:59:46 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
464 06-08-2010 ~ 14:59:47 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
465 06-08-2010 ~ 14:59:48 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
466 06-08-2010 ~ 14:59:49 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
467 06-08-2010 ~ 14:59:50 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
468 06-08-2010 ~ 14:59:52 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
469 06-08-2010 ~ 14:59:53 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
470 06-08-2010 ~ 14:59:54 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
471 06-08-2010 ~ 14:59:56 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
472 06-08-2010 ~ 14:59:57 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
473 06-08-2010 ~ 14:59:58 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
474 06-08-2010 ~ 15:00:00 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
475 06-08-2010 ~ 15:00:00 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
476 06-08-2010 ~ 15:00:03 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
477 06-08-2010 ~ 15:00:03 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
478 06-08-2010 ~ 15:00:04 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
479 06-08-2010 ~ 15:00:07 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
480 06-08-2010 ~ 15:00:08 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
481 06-08-2010 ~ 15:00:09 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
482 06-08-2010 ~ 15:00:10 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
483 06-08-2010 ~ 15:00:11 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
484 06-08-2010 ~ 15:00:13 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
485 06-08-2010 ~ 15:00:14 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
486 06-08-2010 ~ 15:00:15 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
487 06-08-2010 ~ 15:00:17 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
488 06-08-2010 ~ 15:00:18 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
489 06-08-2010 ~ 15:00:28 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
490 06-08-2010 ~ 15:00:28 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
491 06-08-2010 ~ 15:00:29 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
492 06-08-2010 ~ 15:00:32 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
493 06-08-2010 ~ 15:00:32 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
494 06-08-2010 ~ 15:00:33 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
495 06-08-2010 ~ 15:00:35 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
496 06-08-2010 ~ 15:00:35 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
497 06-08-2010 ~ 15:00:38 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
498 06-08-2010 ~ 15:00:39 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
499 06-08-2010 ~ 15:00:40 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
500 06-08-2010 ~ 15:00:42 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
501 06-08-2010 ~ 15:00:43 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
502 06-08-2010 ~ 15:00:44 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
503 06-08-2010 ~ 15:00:45 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
504 06-08-2010 ~ 15:00:46 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
505 06-08-2010 ~ 15:00:48 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
506 06-08-2010 ~ 15:00:49 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
507 06-08-2010 ~ 15:00:50 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
508 06-08-2010 ~ 15:00:53 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
509 06-08-2010 ~ 15:00:53 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
510 06-08-2010 ~ 15:00:54 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
511 06-08-2010 ~ 15:00:56 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
512 06-08-2010 ~ 15:00:56 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
513 06-08-2010 ~ 15:00:59 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
514 06-08-2010 ~ 15:01:00 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
515 06-08-2010 ~ 15:01:01 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
516 06-08-2010 ~ 15:01:03 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
517 06-08-2010 ~ 15:01:04 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
518 06-08-2010 ~ 15:01:05 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
519 06-08-2010 ~ 15:01:06 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
520 06-08-2010 ~ 15:01:07 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
521 06-08-2010 ~ 15:01:09 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
522 06-08-2010 ~ 15:01:10 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
523 06-08-2010 ~ 15:01:11 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
524 06-08-2010 ~ 15:01:14 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
525 06-08-2010 ~ 15:01:14 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
526 06-08-2010 ~ 15:01:15 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
527 06-08-2010 ~ 15:01:17 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
528 06-08-2010 ~ 15:01:17 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
529 06-08-2010 ~ 15:01:20 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
530 06-08-2010 ~ 15:01:21 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
531 06-08-2010 ~ 15:01:22 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
532 06-08-2010 ~ 15:01:24 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
533 06-08-2010 ~ 15:01:25 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
534 06-08-2010 ~ 15:01:26 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
535 06-08-2010 ~ 15:01:27 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
536 06-08-2010 ~ 15:01:28 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
537 06-08-2010 ~ 15:01:30 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
538 06-08-2010 ~ 15:01:31 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
539 06-08-2010 ~ 15:01:32 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
540 06-08-2010 ~ 15:01:35 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
541 06-08-2010 ~ 15:01:35 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
542 06-08-2010 ~ 15:01:36 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
543 06-08-2010 ~ 15:01:38 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
544 06-08-2010 ~ 15:01:38 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
545 06-08-2010 ~ 15:01:41 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
546 06-08-2010 ~ 15:01:42 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
547 06-08-2010 ~ 15:01:43 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
548 06-08-2010 ~ 15:01:45 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
549 06-08-2010 ~ 15:01:46 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
550 06-08-2010 ~ 15:01:47 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
551 06-08-2010 ~ 15:01:48 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
552 06-08-2010 ~ 15:01:49 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
553 06-08-2010 ~ 15:01:51 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
554 06-08-2010 ~ 15:01:52 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
555 06-08-2010 ~ 15:01:53 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
556 06-08-2010 ~ 15:01:56 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
557 06-08-2010 ~ 15:01:56 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 2:56:33 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
558 06-08-2010 ~ 15:09:16 ~ SCOR-CvMS 9 End - FDS 15228600, DBS 40546,  TPM 1039852, APM 277188, ML 73   00050                                                                                                                                 
559 06-08-2010 ~ 15:11:53 ~ SCOR-CvMS 9 Start - FDS 15228588, DBS 40546,  TPM 1039852, APM 275288, ML 73   00050                                                                                                                               
560 06-08-2010 ~ 15:14:36 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
561 06-08-2010 ~ 15:14:37 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
562 06-08-2010 ~ 15:14:37 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
563 06-08-2010 ~ 15:14:40 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
564 06-08-2010 ~ 15:14:41 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
565 06-08-2010 ~ 15:14:42 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
566 06-08-2010 ~ 15:14:43 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
567 06-08-2010 ~ 15:14:44 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
568 06-08-2010 ~ 15:14:46 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
569 06-08-2010 ~ 15:14:47 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
570 06-08-2010 ~ 15:14:48 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
571 06-08-2010 ~ 15:14:50 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
572 06-08-2010 ~ 15:14:51 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
573 06-08-2010 ~ 15:14:52 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
574 06-08-2010 ~ 15:18:58 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
575 06-08-2010 ~ 15:21:47 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
576 06-08-2010 ~ 15:21:48 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
